    1,    0,  .0000000000000000e+00,  .0000000000000000e+00,  .0000000000000000e+00,  .0000000000000000e+00             
    1,    1,  .0000000000000000e+00,  .0000000000000000e+00,  .0000000000000000e+00,  .0000000000000000e+00             
    2,    0, -.9089018075060000e-04,  .0000000000000000e+00,  .5462525382390000e-08,  .0000000000000000e+00             
    2,    1, -.2722032361590000e-08, -.7575182920830000e-09,  .4505315582830000e-08,  .3485921417110000e-08             
    2,    2,  .3463549937220000e-04,  .1672949053830000e-07,  .3684587359180000e-08,  .3042220665000000e-08             
    3,    0, -.3203591400300000e-05,  .0000000000000000e+00,  .6482991943890000e-08,  .0000000000000000e+00             
    3,    1,  .2632744012180000e-04,  .5464363089820000e-05,  .7496882504270000e-08,  .4465401948060000e-08             
    3,    2,  .1418817932940000e-04,  .4892036500480000e-05,  .6742524852930000e-08,  .6037402771920000e-08             
    3,    3,  .1228605894470000e-04, -.1785448081640000e-05,  .4519014367070000e-08,  .4568425931770000e-08             
    4,    0,  .3197309571720000e-05,  .0000000000000000e+00,  .7220891854120000e-08,  .0000000000000000e+00             
    4,    1, -.5996601830150000e-05,  .1661934519470000e-05,  .9010258662570000e-08,  .5467791388070000e-08             
    4,    2, -.7081806926970000e-05, -.6783627172690000e-05,  .9994580625720000e-08,  .8972066863360001e-08             
    4,    3, -.1362298338130000e-05, -.1344347228710000e-04,  .8760818997220000e-08,  .8731256401490000e-08             
    4,    4, -.6025778735830000e-05,  .3939637195380000e-05,  .6286597825420000e-08,  .5365321551570000e-08             
    5,    0, -.2157038206820000e-06,  .0000000000000000e+00,  .7519510081300001e-08,  .0000000000000000e+00             
    5,    1, -.1019195653760000e-05, -.4109254150730000e-05,  .7841014866320000e-08,  .5392519109080000e-08             
    5,    2,  .4376608114970000e-05,  .1084099769880000e-05,  .1057621816520000e-07,  .1054060159130000e-07             
    5,    3,  .4497767875950000e-06,  .8700841208620000e-05,  .1456341596870000e-07,  .1370739973200000e-07             
    5,    4,  .2783424136030000e-05,  .5938802393300000e-07,  .1389950395460000e-07,  .1358827105030000e-07             
    5,    5,  .3119625893770000e-05, -.2760966271960000e-05,  .8308127339100000e-08,  .7501901799609999e-08             
    6,    0,  .3765780618660000e-05,  .0000000000000000e+00,  .1002977831050000e-07,  .0000000000000000e+00             
    6,    1,  .1531984393890000e-05, -.2576600639760000e-05,  .1289648652920000e-07,  .7129356969530000e-08             
    6,    2, -.4352218123230000e-05, -.2187448015220000e-05,  .1093154407480000e-07,  .1045995672970000e-07             
    6,    3, -.3270051634600000e-05, -.3469143028430000e-05,  .1691633876460000e-07,  .1747346055090000e-07             
    6,    4,  .3697821857860000e-06, -.4068810656300000e-05,  .2261785681200000e-07,  .2145760224800000e-07             
    6,    5,  .1404474618350000e-05, -.1033170188970000e-04,  .2056713913620000e-07,  .2081347702150000e-07             
    6,    6, -.4704301085460000e-05,  .7236008813510000e-05,  .1077919687420000e-07,  .1027723644430000e-07             
    7,    0,  .5622211787280000e-05,  .0000000000000000e+00,  .1598425823200000e-07,  .0000000000000000e+00             
    7,    1,  .7552259234450000e-05, -.1296522202330000e-06,  .2128947621200000e-07,  .9549391329820001e-08             
    7,    2, -.6631948361600000e-06,  .2384789067160000e-05,  .1536417851160000e-07,  .1245179278580000e-07             
    7,    3,  .5826787994770001e-06,  .2355772260700000e-05,  .1795963229900000e-07,  .1763108077350000e-07             
    7,    4, -.9266265301300000e-06,  .7915736546610000e-06,  .2763906239740000e-07,  .2802395775570000e-07             
    7,    5, -.2719477973700000e-06,  .1126877878840000e-05,  .3424976172810000e-07,  .3319940742860000e-07             
    7,    6, -.9928857241339999e-06,  .1107954866840000e-05,  .3073236480130000e-07,  .3067895847490000e-07             
    7,    7, -.1788466088650000e-05, -.1616507107160000e-05,  .1478488429320000e-07,  .1354459927810000e-07             
    8,    0,  .2346499680120000e-05,  .0000000000000000e+00,  .1952880910250000e-07,  .0000000000000000e+00             
    8,    1, -.6088981217920000e-07,  .1112544861480000e-05,  .2481987126530000e-07,  .1183316802380000e-07             
    8,    2,  .2994777877990000e-05,  .1925832475840000e-05,  .2229835563730000e-07,  .1930953168360000e-07             
    8,    3, -.1880012181150000e-05,  .9535825505100000e-06,  .1913424578280000e-07,  .1955388427490000e-07             
    8,    4,  .3373519721590000e-05, -.4560565395690000e-06,  .2823526730680000e-07,  .2734941410150000e-07             
    8,    5, -.1125272717320000e-05,  .2925714953190000e-05,  .4493597454930000e-07,  .4481567191790000e-07             
    8,    6, -.1543301441280000e-05, -.2248184271110000e-05,  .5185985245620000e-07,  .4841005950270000e-07             
    8,    7, -.1591465180010000e-05,  .3222090972550000e-05,  .4456158646330000e-07,  .4359258667380000e-07             
    8,    8, -.2530697259120000e-05,  .2140620023560000e-05,  .1986002858400000e-07,  .1738108831600000e-07             
    9,    0, -.3555033829560000e-05,  .0000000000000000e+00,  .1941393593960000e-07,  .0000000000000000e+00             
    9,    1,  .1980425673460000e-05,  .7896372030830000e-07,  .2538390865960000e-07,  .1380413873060000e-07             
    9,    2,  .1991028324820000e-05, -.1449221144130000e-05,  .2500008186570000e-07,  .2407153057270000e-07             
    9,    3, -.2018621239890000e-05,  .2234057350360000e-05,  .2539900861600000e-07,  .2775883485800000e-07             
    9,    4, -.1895934358830000e-05, -.1385064502050000e-05,  .2817740975780000e-07,  .2895775625700000e-07             
    9,    5, -.1484569053750000e-05, -.3699324303180000e-05,  .4402604609190000e-07,  .4102907256320000e-07             
    9,    6, -.2278199888880000e-05, -.3071527334340000e-05,  .7077983358580000e-07,  .7066047784750000e-07             
    9,    7, -.4066701007940000e-05,  .1112438015330000e-06,  .7595475826319999e-07,  .6874478771280000e-07             
    9,    8, -.1241792211950000e-05, -.2128975363780000e-05,  .6148513673480000e-07,  .6070138221720000e-07             
    9,    9, -.8972926651360000e-06,  .2457973274100000e-05,  .2577618331230000e-07,  .2219516391700000e-07             
   10,    0, -.9311407332660000e-06,  .0000000000000000e+00,  .2522852333520000e-07,  .0000000000000000e+00             
   10,    1,  .8160652991070000e-06, -.9872542654059999e-06,  .3306015120330000e-07,  .1506624460880000e-07             
   10,    2,  .2411616832230000e-06, -.2693731057550000e-06,  .3006081591050000e-07,  .2546322032030000e-07             
   10,    3,  .3965613950090000e-06,  .7644820480930000e-06,  .3214951397850000e-07,  .3477330432090000e-07             
   10,    4, -.3571289581480000e-05,  .1545132947240000e-05,  .3624595759890000e-07,  .3687981644670000e-07             
   10,    5,  .7258951500910000e-06, -.3686516029930000e-06,  .4109158010350000e-07,  .4263239717770000e-07             
   10,    6, -.1959496357290000e-06, -.1819040410420000e-05,  .6768212723850000e-07,  .6429774473310000e-07             
   10,    7, -.3838466073530000e-05, -.8052902373150000e-06,  .1057565443780000e-06,  .1081051069560000e-06             
   10,    8, -.3411017972900000e-05,  .2582534198110000e-05,  .1058524447920000e-06,  .9553105032400000e-07             
   10,    9, -.4785783138070000e-05, -.1225243946800000e-06,  .7994689282570000e-07,  .8048945786020000e-07             
   10,   10,  .9238929016380000e-06, -.1702128574050000e-05,  .3170151251990000e-07,  .2769477599790000e-07             
   11,    0, -.9753318167379999e-06,  .0000000000000000e+00,  .3614539028180000e-07,  .0000000000000000e+00             
   11,    1, -.1203799652080000e-06,  .6173266667270000e-06,  .4308789446010000e-07,  .1753887359250000e-07             
   11,    2,  .7426226109460000e-06, -.1942686167330000e-05,  .3903450677120000e-07,  .2903358655980000e-07             
   11,    3,  .4257220709970000e-06,  .7909629921760000e-06,  .3947131333750000e-07,  .3881634659700000e-07             
   11,    4, -.9539676434430001e-06,  .2130971124690000e-05,  .4637161162510000e-07,  .4640590659610000e-07             
   11,    5,  .1524913492910000e-06,  .2561492060700000e-05,  .5040858585090000e-07,  .5102514486770000e-07             
   11,    6,  .4865214681670000e-06, -.1359116333550000e-05,  .5759354828110000e-07,  .6225218476120000e-07             
   11,    7, -.7139970510720001e-07, -.3162700313200000e-05,  .1021147287230000e-06,  .9971797157510000e-07             
   11,    8, -.2233134538440000e-05, -.4713142784160000e-06,  .1498946014230000e-06,  .1556413723630000e-06             
   11,    9, -.2435260078030000e-05,  .4904209545970000e-06,  .1400298359900000e-06,  .1274267522800000e-06             
   11,   10, -.4706932854420000e-05, -.1473099267880000e-06,  .9795133236719999e-07,  .1006475288550000e-06             
   11,   11, -.2889982063860000e-05, -.1740752542340000e-05,  .3713412468170000e-07,  .3351861948680000e-07             
   12,    0, -.1937398344200000e-05,  .0000000000000000e+00,  .3801680827760000e-07,  .0000000000000000e+00             
   12,    1, -.5840281328970000e-06,  .1600803415350000e-05,  .5072247438500000e-07,  .2205642139300000e-07             
   12,    2, -.1559756907250000e-06,  .1507492473180000e-05,  .4309966110280000e-07,  .3755679590560000e-07             
